Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
489486,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-07-06 17:40:00,49.74,17870,Germany
489451,22197,POPCORN HOLDER,11,2023-07-06 19:56:00,14.9,14774,United Kingdom
489525,22632,HAND WARMER RED POLKA DOT,7,2023-07-07 14:49:00,28.35,18162,United Kingdom
489827,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,71,2023-07-09 12:37:00,7.89,14433,United Kingdom
489876,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,2023-07-10 12:04:00,42.4,15071,United Kingdom
489887,85099C,JUMBO BAG BAROQUE BLACK WHITE,44,2023-07-10 15:39:00,1.52,15424,United Kingdom
489790,22912,YELLOW COAT RACK PARIS FASHION,8,2023-07-10 17:38:00,11.3,14714,United Kingdom
489573,21754,HOME BUILDING BLOCK WORD,6,2023-07-13 19:23:00,2.6,17646,France
489853,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-07-14 13:30:00,19.94,17072,United Kingdom
489800,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2023-07-15 12:44:00,48.72,17230,United Kingdom
489719,20727,LUNCH BAG BLACK SKULL,5,2023-07-15 12:56:00,9.43,17652,United Kingdom
489766,22752,SET 7 BABUSHKA NESTING BOXES,9,2023-07-15 19:36:00,22.62,17314,United Kingdom
489627,20725,LUNCH BAG RED RETROSPOT,6,2023-07-17 14:22:00,32.34,16621,Germany
489443,23204,JUMBO BAG BABUSHKA,9,2023-07-18 08:05:00,35.99,15916,United Kingdom
489713,48187,DOORMAT NEW ENGLAND,3,2023-07-18 19:03:00,43.41,14889,United Kingdom
489706,85099B,JUMBO BAG RED RETROSPOT,1,2023-07-19 09:00:00,39.03,15171,United Kingdom
489759,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-07-19 14:59:00,23.95,16965,United Kingdom
489631,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-07-20 09:24:00,6.37,15417,United Kingdom
489671,22960,JAM MAKING SET WITH JARS,54,2023-07-20 16:01:00,11.54,14342,United Kingdom
489879,23203,JUMBO BAG VINTAGE DOILY,7,2023-07-21 09:07:00,9.08,17944,United Kingdom
489447,21754,HOME BUILDING BLOCK WORD,6,2023-07-21 13:40:00,39.25,16104,Spain
489623,21034,REX CASH+CARRY JUMBO SHOPPER,1,2023-07-22 10:38:00,29.99,15409,Germany
489709,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2023-07-22 19:22:00,14.52,17628,United Kingdom
489572,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2023-07-23 11:11:00,14.06,17912,United Kingdom
489784,22622,BOX OF VINTAGE ALPHABET BLOCKS,12,2023-07-24 13:26:00,49.99,16243,United Kingdom
489844,21034,REX CASH+CARRY JUMBO SHOPPER,12,2023-07-25 10:18:00,9.23,14919,Germany
489662,22752,SET 7 BABUSHKA NESTING BOXES,2,2023-07-25 17:36:00,28.03,17770,United Kingdom
489638,22745,POPPY'S PLAYHOUSE BEDROOM,11,2023-07-26 09:34:00,27.38,18255,United Kingdom
489819,22622,BOX OF VINTAGE ALPHABET BLOCKS,10,2023-07-26 19:28:00,41.03,15160,France
489468,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2023-07-27 17:50:00,49.85,14185,Italy
489710,22960,JAM MAKING SET WITH JARS,11,2023-07-27 19:13:00,35.79,14168,Portugal
489884,20725,LUNCH BAG RED RETROSPOT,1,2023-07-27 19:29:00,38.15,15884,United Kingdom
489835,21034,REX CASH+CARRY JUMBO SHOPPER,11,2023-07-29 17:23:00,8.66,15586,France
489455,48187,DOORMAT NEW ENGLAND,58,2023-07-29 19:55:00,33.31,16140,United Kingdom
489587,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-07-30 08:43:00,3.92,14006,France
489751,22748,POPPY'S PLAYHOUSE KITCHEN,10,2023-07-30 17:32:00,38.9,18278,France
489482,85099C,JUMBO BAG BAROQUE BLACK WHITE,25,2023-07-30 17:44:00,48.51,18160,United Kingdom
489551,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2023-07-31 12:33:00,15.1,15220,United Kingdom
489651,22632,HAND WARMER RED POLKA DOT,3,2023-08-01 15:03:00,47.99,16898,United Kingdom
489585,22197,POPCORN HOLDER,1,2023-08-02 11:23:00,20.46,18228,United Kingdom
489487,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-08-03 08:03:00,48.01,15055,United Kingdom
489859,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-08-03 11:16:00,32.24,15411,United Kingdom
489493,22745,POPPY'S PLAYHOUSE BEDROOM,2,2023-08-04 12:39:00,3.0,18188,United Kingdom
489809,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2023-08-04 19:11:00,31.8,18106,United Kingdom
489490,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-08-05 10:30:00,40.06,15775,United Kingdom
489448,22623,BOX OF VINTAGE JIGSAW BLOCKS,10,2023-08-09 14:18:00,44.86,14465,United Kingdom
489651,85099B,JUMBO BAG RED RETROSPOT,37,2023-08-09 16:15:00,9.74,15611,United Kingdom
489442,20725,LUNCH BAG RED RETROSPOT,3,2023-08-09 16:37:00,22.58,16603,United Kingdom
489608,47566,PARTY BUNTING,3,2023-08-09 18:55:00,33.47,17512,United Kingdom
489861,22913,RED COAT RACK PARIS FASHION,6,2023-08-09 19:09:00,2.64,16955,United Kingdom
489807,22633,HAND WARMER UNION JACK,41,2023-08-09 19:59:00,36.7,14771,United Kingdom
489685,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2023-08-10 12:53:00,29.81,17141,EIRE
489842,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-08-10 18:28:00,20.8,17091,United Kingdom
489524,22197,POPCORN HOLDER,5,2023-08-12 09:30:00,19.24,17100,United Kingdom
489803,22912,YELLOW COAT RACK PARIS FASHION,2,2023-08-12 18:15:00,7.37,18231,United Kingdom
489616,21755,LOVE BUILDING BLOCK WORD,3,2023-08-13 09:09:00,37.17,15687,EIRE
489514,22912,YELLOW COAT RACK PARIS FASHION,11,2023-08-13 14:16:00,5.26,14289,United Kingdom
489509,23203,JUMBO BAG VINTAGE DOILY,12,2023-08-13 15:03:00,30.7,15374,Switzerland
489839,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2023-08-13 18:21:00,32.2,16916,United Kingdom
489631,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-08-14 11:28:00,5.13,16351,United Kingdom
489798,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-08-14 13:04:00,16.58,15293,Australia
489789,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,8,2023-08-15 17:09:00,45.58,15050,United Kingdom
489450,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-08-15 17:27:00,27.97,17465,United Kingdom
489690,48187,DOORMAT NEW ENGLAND,12,2023-08-16 19:14:00,43.54,15879,United Kingdom
489467,85099B,JUMBO BAG RED RETROSPOT,4,2023-08-17 09:57:00,18.53,14633,Spain
489883,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-08-20 09:35:00,20.85,17930,United Kingdom
489463,22914,BLUE COAT RACK PARIS FASHION,10,2023-08-21 19:30:00,34.2,17156,France
489758,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2023-08-23 19:51:00,32.76,17835,United Kingdom
489738,20725,LUNCH BAG RED RETROSPOT,1,2023-08-24 08:01:00,10.48,17179,France
489797,22912,YELLOW COAT RACK PARIS FASHION,4,2023-08-24 18:04:00,46.51,17841,United Kingdom
489567,21754,HOME BUILDING BLOCK WORD,1,2023-08-25 12:45:00,12.79,17474,United Kingdom
489514,22632,HAND WARMER RED POLKA DOT,1,2023-08-25 17:40:00,33.78,17568,France
489749,47566,PARTY BUNTING,5,2023-08-27 10:58:00,21.34,16856,United Kingdom
489576,22914,BLUE COAT RACK PARIS FASHION,12,2023-08-27 12:40:00,47.4,15940,United Kingdom
489689,23204,JUMBO BAG BABUSHKA,1,2023-08-28 10:48:00,14.98,16013,United Kingdom
489466,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2023-08-28 13:22:00,18.69,14784,United Kingdom
489678,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-08-28 19:49:00,34.11,14159,United Kingdom
489593,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2023-08-29 14:55:00,28.02,16312,Belgium
489448,22912,YELLOW COAT RACK PARIS FASHION,12,2023-08-31 14:31:00,23.94,17643,United Kingdom
489617,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-09-01 14:16:00,15.29,16544,United Kingdom
489574,22623,BOX OF VINTAGE JIGSAW BLOCKS,7,2023-09-03 15:10:00,36.19,17498,United Kingdom
489850,22960,JAM MAKING SET WITH JARS,8,2023-09-03 15:40:00,27.19,16910,United Kingdom
489566,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2023-09-06 11:04:00,4.88,15780,Germany
489681,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-09-06 16:04:00,28.43,17594,United Kingdom
489799,22912,YELLOW COAT RACK PARIS FASHION,5,2023-09-07 08:07:00,0.66,17714,United Kingdom
489522,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-09-07 11:55:00,3.24,16617,United Kingdom
489829,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-09-07 16:37:00,1.01,17296,United Kingdom
489494,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,11,2023-09-08 13:52:00,45.67,17145,France
489686,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-09-09 09:31:00,43.25,15202,Germany
489765,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-09-10 13:47:00,21.68,15983,United Kingdom
489731,22633,HAND WARMER UNION JACK,9,2023-09-11 13:29:00,6.81,17939,France
489534,85099B,JUMBO BAG RED RETROSPOT,4,2023-09-11 13:39:00,42.88,17336,Belgium
489446,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-09-11 15:35:00,46.29,15263,Netherlands
489593,48187,DOORMAT NEW ENGLAND,6,2023-09-12 09:23:00,27.1,15014,United Kingdom
489879,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2023-09-12 09:38:00,25.64,17944,United Kingdom
489874,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-09-13 08:42:00,34.81,17678,France
489696,22914,BLUE COAT RACK PARIS FASHION,5,2023-09-13 12:41:00,47.64,14166,United Kingdom
489574,22745,POPPY'S PLAYHOUSE BEDROOM,10,2023-09-14 15:33:00,25.38,16363,France
489606,22748,POPPY'S PLAYHOUSE KITCHEN,11,2023-09-15 08:36:00,4.3,15909,United Kingdom
489493,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,2023-09-19 14:25:00,1.12,15749,United Kingdom
489779,20727,LUNCH BAG BLACK SKULL,7,2023-09-19 16:26:00,27.26,15177,United Kingdom
489861,22382,LUNCH BAG SPACEBOY DESIGN,3,2023-09-19 19:16:00,40.33,17617,United Kingdom
489849,22633,HAND WARMER UNION JACK,12,2023-09-22 12:50:00,11.44,14687,United Kingdom
489485,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2023-09-24 08:04:00,25.1,15504,United Kingdom
489853,84406B,CREAM CUPID HEARTS COAT HANGER,11,2023-09-24 08:56:00,11.65,14575,United Kingdom
489634,22914,BLUE COAT RACK PARIS FASHION,6,2023-09-24 12:41:00,34.36,16205,United Kingdom
489537,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,33,2023-09-24 13:37:00,38.28,16757,France
489842,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,9,2023-09-26 08:20:00,35.41,17237,United Kingdom
489682,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2023-09-27 09:34:00,42.87,17500,Germany
489534,20727,LUNCH BAG BLACK SKULL,5,2023-09-27 14:02:00,21.54,17158,United Kingdom
489607,47566,PARTY BUNTING,4,2023-09-28 12:56:00,45.71,18041,Netherlands
489745,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2023-09-29 15:03:00,43.81,17062,United Kingdom
489820,21777,RECIPE BOX WITH METAL HEART,2,2023-09-29 15:38:00,26.16,14269,Netherlands
489873,23204,JUMBO BAG BABUSHKA,7,2023-09-29 18:30:00,48.44,17086,Spain
489862,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2023-09-29 19:25:00,35.49,14097,United Kingdom
489695,71053,WHITE METAL LANTERN,5,2023-09-30 11:55:00,39.64,16450,United Kingdom
489802,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2023-10-01 15:02:00,20.53,15440,United Kingdom
489826,47566,PARTY BUNTING,7,2023-10-02 17:27:00,17.66,15277,United Kingdom
489842,22960,JAM MAKING SET WITH JARS,4,2023-10-03 19:19:00,23.93,16626,United Kingdom
489580,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-10-04 11:35:00,26.93,15139,United Kingdom
489532,84879,ASSORTED COLOUR BIRD ORNAMENT,87,2023-10-04 11:46:00,22.17,14530,United Kingdom
489875,48187,DOORMAT NEW ENGLAND,3,2023-10-04 16:51:00,30.22,15192,United Kingdom
489524,85099C,JUMBO BAG BAROQUE BLACK WHITE,5,2023-10-04 19:48:00,21.86,17999,United Kingdom
489549,22748,POPPY'S PLAYHOUSE KITCHEN,3,2023-10-05 08:03:00,4.96,18244,United Kingdom
489503,22197,POPCORN HOLDER,3,2023-10-05 09:09:00,13.03,17931,United Kingdom
489629,84406B,CREAM CUPID HEARTS COAT HANGER,8,2023-10-05 11:25:00,38.49,15337,United Kingdom
489598,22633,HAND WARMER UNION JACK,3,2023-10-05 15:57:00,36.83,16535,United Kingdom
489600,22622,BOX OF VINTAGE ALPHABET BLOCKS,29,2023-10-06 14:59:00,18.98,15006,United Kingdom
489535,47566,PARTY BUNTING,2,2023-10-07 09:42:00,14.03,16359,Germany
489753,21777,RECIPE BOX WITH METAL HEART,5,2023-10-08 17:07:00,20.88,15378,United Kingdom
489849,22748,POPPY'S PLAYHOUSE KITCHEN,4,2023-10-09 12:02:00,31.23,17162,Norway
489783,22912,YELLOW COAT RACK PARIS FASHION,4,2023-10-10 18:21:00,11.48,16565,United Kingdom
489844,20727,LUNCH BAG BLACK SKULL,12,2023-10-11 11:28:00,24.88,14677,France
489644,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2023-10-12 11:50:00,16.05,17686,United Kingdom
489873,84406B,CREAM CUPID HEARTS COAT HANGER,10,2023-10-12 13:05:00,38.6,18275,United Kingdom
489650,21777,RECIPE BOX WITH METAL HEART,4,2023-10-12 15:15:00,2.85,14680,Netherlands
489814,21034,REX CASH+CARRY JUMBO SHOPPER,5,2023-10-14 16:30:00,7.75,15520,United Kingdom
489633,85099B,JUMBO BAG RED RETROSPOT,8,2023-10-14 19:24:00,49.34,14874,United Kingdom
489633,22748,POPPY'S PLAYHOUSE KITCHEN,98,2023-10-15 14:36:00,3.35,17020,United Kingdom
489730,22960,JAM MAKING SET WITH JARS,4,2023-10-17 09:38:00,14.37,14139,United Kingdom
489738,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2023-10-17 15:49:00,39.5,17885,United Kingdom
489861,21777,RECIPE BOX WITH METAL HEART,8,2023-10-17 17:43:00,30.8,15399,EIRE
489517,22633,HAND WARMER UNION JACK,1,2023-10-18 16:59:00,9.18,17660,United Kingdom
489692,21034,REX CASH+CARRY JUMBO SHOPPER,3,2023-10-19 11:31:00,11.68,16637,EIRE
489805,22960,JAM MAKING SET WITH JARS,3,2023-10-20 09:52:00,32.71,17797,United Kingdom
489764,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-10-20 10:28:00,20.3,15017,Germany
489473,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-10-20 15:58:00,21.68,15765,United Kingdom
489509,22622,BOX OF VINTAGE ALPHABET BLOCKS,7,2023-10-20 16:52:00,34.43,18126,United Kingdom
489854,47566,PARTY BUNTING,11,2023-10-22 11:09:00,44.4,17963,United Kingdom
489692,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-10-22 16:20:00,22.82,16404,EIRE
489597,48187,DOORMAT NEW ENGLAND,6,2023-10-23 18:34:00,28.79,17245,United Kingdom
489441,22912,YELLOW COAT RACK PARIS FASHION,5,2023-10-24 13:48:00,39.3,15377,United Kingdom
489795,22633,HAND WARMER UNION JACK,8,2023-10-25 14:41:00,38.45,16669,United Kingdom
489763,71053,WHITE METAL LANTERN,8,2023-10-26 09:42:00,7.54,14332,France
489548,22382,LUNCH BAG SPACEBOY DESIGN,11,2023-10-26 17:47:00,11.19,15053,United Kingdom
489510,22748,POPPY'S PLAYHOUSE KITCHEN,5,2023-10-27 11:13:00,13.26,16819,France
489557,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2023-10-29 12:40:00,25.52,17212,United Kingdom
489682,23203,JUMBO BAG VINTAGE DOILY,11,2023-10-30 19:34:00,19.91,15651,United Kingdom
489481,21754,HOME BUILDING BLOCK WORD,4,2023-10-31 11:10:00,30.12,17014,United Kingdom
489722,22633,HAND WARMER UNION JACK,8,2023-11-03 19:10:00,19.95,14415,United Kingdom
489829,22310,IVORY KNITTED MUG COSY,12,2023-11-04 09:04:00,21.35,17675,United Kingdom
489685,21755,LOVE BUILDING BLOCK WORD,3,2023-11-04 13:58:00,16.84,18277,United Kingdom
489698,71053,WHITE METAL LANTERN,6,2023-11-04 14:59:00,44.23,16934,United Kingdom
489835,22623,BOX OF VINTAGE JIGSAW BLOCKS,11,2023-11-04 17:00:00,9.08,17251,United Kingdom
489697,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-11-06 11:17:00,27.36,16541,United Kingdom
489886,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-11-06 13:14:00,2.75,15812,Germany
489499,21754,HOME BUILDING BLOCK WORD,2,2023-11-07 09:48:00,15.57,17626,United Kingdom
489720,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2023-11-07 14:15:00,46.52,16350,United Kingdom
489695,84406B,CREAM CUPID HEARTS COAT HANGER,12,2023-11-07 16:29:00,37.02,14388,United Kingdom
489686,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2023-11-09 14:31:00,46.33,17049,United Kingdom
489677,20725,LUNCH BAG RED RETROSPOT,19,2023-11-09 17:43:00,43.98,16412,United Kingdom
489683,22197,POPCORN HOLDER,9,2023-11-10 17:36:00,28.57,16921,United Kingdom
489717,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-11-12 08:08:00,25.15,16697,United Kingdom
489479,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-11-13 13:28:00,4.46,17940,United Kingdom
489881,22632,HAND WARMER RED POLKA DOT,7,2023-11-13 13:56:00,1.39,16231,United Kingdom
489802,48187,DOORMAT NEW ENGLAND,2,2023-11-14 09:25:00,28.26,16060,United Kingdom
489675,22913,RED COAT RACK PARIS FASHION,1,2023-11-14 15:03:00,15.33,17373,United Kingdom
489776,48187,DOORMAT NEW ENGLAND,7,2023-11-15 09:12:00,42.21,15854,United Kingdom
489584,23203,JUMBO BAG VINTAGE DOILY,11,2023-11-15 09:19:00,23.85,17372,United Kingdom
489762,47566,PARTY BUNTING,11,2023-11-16 14:06:00,23.01,15751,France
489699,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-11-17 18:44:00,16.9,17071,Germany
489718,48187,DOORMAT NEW ENGLAND,8,2023-11-18 08:34:00,32.76,14900,United Kingdom
489860,22197,POPCORN HOLDER,2,2023-11-21 16:11:00,9.93,17230,United Kingdom
489580,23084,RABBIT NIGHT LIGHT,11,2023-11-22 17:35:00,31.63,17612,France
489435,21730,GLASS STAR FROSTED T-LIGHT HOLDER,79,2023-11-22 18:40:00,18.05,17337,United Kingdom
489758,22633,HAND WARMER UNION JACK,2,2023-11-23 15:19:00,13.62,16287,United Kingdom
489758,22748,POPPY'S PLAYHOUSE KITCHEN,7,2023-11-23 15:30:00,7.23,15214,Spain
489714,20727,LUNCH BAG BLACK SKULL,1,2023-11-24 12:17:00,25.11,16783,United Kingdom
489643,22745,POPPY'S PLAYHOUSE BEDROOM,4,2023-11-24 16:31:00,44.52,15194,Germany
489485,22310,IVORY KNITTED MUG COSY,6,2023-11-25 13:53:00,31.91,18113,Germany
489871,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2023-11-25 16:43:00,7.35,15943,France
489793,47566,PARTY BUNTING,5,2023-11-26 12:07:00,38.06,18265,United Kingdom
489501,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-11-26 14:23:00,26.12,16300,United Kingdom
489559,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2023-11-26 17:37:00,22.42,17829,United Kingdom
489548,22310,IVORY KNITTED MUG COSY,7,2023-11-27 12:49:00,25.03,17709,United Kingdom
489706,22960,JAM MAKING SET WITH JARS,3,2023-11-27 15:47:00,1.5,16699,Spain
489652,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-11-28 08:11:00,16.95,16930,United Kingdom
489567,22633,HAND WARMER UNION JACK,9,2023-11-28 09:12:00,2.84,15891,United Kingdom
489510,22912,YELLOW COAT RACK PARIS FASHION,3,2023-11-28 17:08:00,0.87,17598,United Kingdom
489816,22748,POPPY'S PLAYHOUSE KITCHEN,53,2023-11-29 09:02:00,2.05,15515,United Kingdom
489769,22748,POPPY'S PLAYHOUSE KITCHEN,8,2023-11-29 17:21:00,10.87,15226,United Kingdom
489752,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9,2023-11-29 17:37:00,38.64,17375,United Kingdom
489489,48187,DOORMAT NEW ENGLAND,1,2023-12-01 09:53:00,42.74,17314,France
489801,22745,POPPY'S PLAYHOUSE BEDROOM,4,2023-12-02 12:10:00,9.02,16748,United Kingdom
489622,21777,RECIPE BOX WITH METAL HEART,5,2023-12-02 16:13:00,41.88,18238,France
489471,84406B,CREAM CUPID HEARTS COAT HANGER,8,2023-12-02 16:24:00,2.6,14742,United Kingdom
489437,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2023-12-04 09:41:00,23.74,16039,United Kingdom
489524,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-12-04 11:39:00,22.83,15502,United Kingdom
489701,22197,POPCORN HOLDER,10,2023-12-05 10:01:00,22.34,17672,United Kingdom
489521,21777,RECIPE BOX WITH METAL HEART,1,2023-12-05 10:18:00,11.15,16913,United Kingdom
489467,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-12-07 16:31:00,28.47,17120,Germany
489497,22632,HAND WARMER RED POLKA DOT,1,2023-12-08 13:15:00,9.7,14548,United Kingdom
489843,85099C,JUMBO BAG BAROQUE BLACK WHITE,7,2023-12-10 15:34:00,27.95,14131,United Kingdom
489844,21034,REX CASH+CARRY JUMBO SHOPPER,8,2023-12-12 09:04:00,14.83,14710,United Kingdom
489496,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2023-12-12 17:35:00,12.56,17777,United Kingdom
489568,22310,IVORY KNITTED MUG COSY,37,2023-12-13 08:07:00,24.25,14889,Netherlands
489472,22752,SET 7 BABUSHKA NESTING BOXES,11,2023-12-13 09:07:00,25.66,18173,United Kingdom
489846,22752,SET 7 BABUSHKA NESTING BOXES,9,2023-12-15 10:30:00,15.47,17513,France
489672,48187,DOORMAT NEW ENGLAND,12,2023-12-17 14:40:00,18.14,14747,United Kingdom
489547,22960,JAM MAKING SET WITH JARS,82,2023-12-17 18:46:00,19.45,15292,Germany
489525,22623,BOX OF VINTAGE JIGSAW BLOCKS,7,2023-12-18 10:33:00,5.5,16736,United Kingdom
489502,22752,SET 7 BABUSHKA NESTING BOXES,19,2023-12-18 18:57:00,6.72,14629,United Kingdom
489679,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2023-12-19 11:47:00,31.18,18145,United Kingdom
489575,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2023-12-19 17:55:00,23.04,17949,United Kingdom
489741,20725,LUNCH BAG RED RETROSPOT,9,2023-12-21 15:44:00,47.63,17045,United Kingdom
489588,22913,RED COAT RACK PARIS FASHION,11,2023-12-23 08:30:00,21.6,17813,United Kingdom
489663,22197,POPCORN HOLDER,12,2023-12-23 16:02:00,27.87,15183,United Kingdom
489865,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-12-24 16:20:00,42.38,15637,United Kingdom
489487,23298,SPOTTY BUNTING,9,2023-12-25 12:13:00,10.75,15786,United Kingdom
489574,22745,POPPY'S PLAYHOUSE BEDROOM,4,2023-12-25 13:28:00,29.59,14670,United Kingdom
489721,21755,LOVE BUILDING BLOCK WORD,12,2023-12-25 13:39:00,33.62,17551,France
489538,20727,LUNCH BAG BLACK SKULL,1,2023-12-26 12:27:00,24.12,16436,United Kingdom
489732,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2023-12-27 10:04:00,7.13,15766,United Kingdom
489442,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,22,2023-12-28 16:27:00,48.11,15140,Belgium
489574,22197,POPCORN HOLDER,4,2023-12-29 19:34:00,48.5,17593,United Kingdom
489596,21754,HOME BUILDING BLOCK WORD,50,2023-12-30 09:00:00,37.93,14867,United Kingdom
489602,22912,YELLOW COAT RACK PARIS FASHION,9,2023-12-30 10:02:00,10.98,16689,Netherlands
489674,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-12-30 18:02:00,41.8,17764,France
489604,22310,IVORY KNITTED MUG COSY,3,2023-12-31 09:38:00,15.05,17251,United Kingdom
489435,20727,LUNCH BAG BLACK SKULL,10,2024-01-01 12:10:00,6.84,17973,United Kingdom
489775,47566,PARTY BUNTING,13,2024-01-02 11:13:00,14.07,14778,United Kingdom
489754,85099B,JUMBO BAG RED RETROSPOT,4,2024-01-02 14:06:00,32.87,14386,United Kingdom
489495,23204,JUMBO BAG BABUSHKA,11,2024-01-03 09:00:00,43.35,14876,Germany
489671,47566,PARTY BUNTING,9,2024-01-03 13:40:00,8.3,17553,United Kingdom
489772,84406B,CREAM CUPID HEARTS COAT HANGER,11,2024-01-03 13:55:00,46.64,17553,United Kingdom
489481,48187,DOORMAT NEW ENGLAND,5,2024-01-04 13:54:00,38.55,15307,France
489620,22914,BLUE COAT RACK PARIS FASHION,40,2024-01-05 13:05:00,4.09,16895,France
489792,22748,POPPY'S PLAYHOUSE KITCHEN,12,2024-01-05 15:59:00,17.51,16631,United Kingdom
489488,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2024-01-06 11:29:00,43.21,14125,United Kingdom
489482,21034,REX CASH+CARRY JUMBO SHOPPER,10,2024-01-06 16:48:00,43.41,15887,United Kingdom
489727,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-01-09 13:25:00,2.16,15094,United Kingdom
489616,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2024-01-09 19:48:00,1.1,15079,United Kingdom
489533,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2024-01-10 13:55:00,49.74,15808,United Kingdom
489879,85099C,JUMBO BAG BAROQUE BLACK WHITE,11,2024-01-10 16:08:00,14.92,17739,United Kingdom
489661,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2024-01-11 09:00:00,26.16,14568,Netherlands
489602,22745,POPPY'S PLAYHOUSE BEDROOM,8,2024-01-11 16:31:00,31.2,14070,Netherlands
489699,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2024-01-11 16:51:00,24.02,14637,France
